Id,ParentId,Level,Code,Sequence,CodeText,Component,Property,Timing,System,Scale,Method
179958324,31205485,2,75497-8,95,Telehealth Prog note,Progress note,Find,Pt,Telehealth,Doc,{Role}
179327374,31205485,2,100538-8,96,Telehealth+Outpatient Prog note,Progress note,Find,Pt,Telehealth+Outpatient,Doc,{Role}
179958335,31205485,2,75498-6,97,Telehealth Summary note,Summary note,Find,Pt,Telehealth,Doc,{Role}
180039627,31205485,2,84069-4,98,Multi-spec prog Telehealth Summary note,Summary note,Find,Pt,Telehealth,Doc,Multi-specialty program
31205486,31205413,1,LP248737-1,14,Teleimaging,,,,,,
180055523,31205486,2,85882-9,1,Ophthalmol Teleimaging Consult note,Consultation note,Find,Pt,Teleimaging,Doc,Ophthalmology
180055272,31205486,2,85863-9,2,Teleimaging Note,Note,Find,Pt,Teleimaging,Doc,{Role}
180055516,31205486,2,85881-1,3,Ophthalmol Teleimaging Note,Note,Find,Pt,Teleimaging,Doc,Ophthalmology
31205487,31205413,1,LP173059-9,15,Telephone encounter,,,,,,
179340209,31205487,2,101886-0,1,General medicine Phone Consult note,Consultation note,Find,Pt,Telephone encounter,Doc,General medicine
179340230,31205487,2,101888-6,2,Palliative care Phone Consult note,Consultation note,Find,Pt,Telephone encounter,Doc,Palliative care
179340224,31205487,2,101887-8,3,Surgery Phone Consult note,Consultation note,Find,Pt,Telephone encounter,Doc,Surgery
180142064,31205487,2,95381-0,4,Phone COVID-19 note,COVID-19 note,Find,Pt,Telephone encounter,Doc,{Role}
180048691,31205487,2,85209-5,5,Phone E/M smoke cess note,Evaluation and management of smoking cessation note,Find,Pt,Telephone encounter,Doc,{Role}
180148719,31205487,2,96170-6,6,Phone Eval note,Evaluation note,Find,Pt,Telephone encounter,Doc,{Role}
179983026,31205487,2,78290-4,7,Phone Initial eval note,Initial evaluation note,Find,Pt,Telephone encounter,Doc,{Role}
179586730,31205487,2,34748-4,8,Phone Note,Note,Find,Pt,Telephone encounter,Doc,{Role}
180068999,31205487,2,87244-0,9,Addiction med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Addiction medicine
180039558,31205487,2,84063-7,10,Anesthesiology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Anesthesiology
180039596,31205487,2,84066-0,11,Audiology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Audiology
180093324,31205487,2,89797-5,12,Bld Bnk+Trans Med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Blood banking and transfusion medicine
180093699,31205487,2,89824-7,13,Cardiac surgery Phone Note,Note,Find,Pt,Telephone encounter,Doc,Cardiac surgery
180031832,31205487,2,83540-5,14,Cardiology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Cardiovascular disease
180048921,31205487,2,85227-7,15,Case Manager Phone Note,Note,Find,Pt,Telephone encounter,Doc,Case manager
180039665,31205487,2,84072-8,16,Chiropractic med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Chiropractic medicine
180093474,31205487,2,89809-8,17,Clinical Neurophys Phone Note,Note,Find,Pt,Telephone encounter,Doc,Clinical neurophysiology
180095765,31205487,2,90015-9,18,Clin Path Phone Note,Note,Find,Pt,Telephone encounter,Doc,Clinical pathology
180055805,31205487,2,85903-3,19,Comm hlth care Phone Note,Note,Find,Pt,Telephone encounter,Doc,Community health care
180036817,31205487,2,83838-3,20,Dentistry Phone Note,Note,Find,Pt,Telephone encounter,Doc,Dentistry
180039779,31205487,2,84082-7,21,Dermatology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Dermatology
180039926,31205487,2,84093-4,22,Diabetology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Diabetology
180039966,31205487,2,84096-7,23,Emergency med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Emergency medicine
180040011,31205487,2,84100-7,24,Endocrinology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Endocrinology
180093357,31205487,2,89800-7,25,Ethics Phone Note,Note,Find,Pt,Telephone encounter,Doc,Ethics
180128083,31205487,2,93898-5,26,Fam Med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Family medicine
180040101,31205487,2,84108-0,27,Gastroenterology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Gastroenterology
180040314,31205487,2,84123-9,28,Geri med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Geriatric medicine
180128051,31205487,2,93896-9,29,Gyn Onc Phone Note,Note,Find,Pt,Telephone encounter,Doc,Gynecologic oncology
180089989,31205487,2,89465-9,30,Gynecology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Gynecology
180128111,31205487,2,93901-7,31,Navigator Phone Note,Note,Find,Pt,Telephone encounter,Doc,Healthcare navigator
180101969,31205487,2,90773-3,32,Heart failure Phone Note,Note,Find,Pt,Telephone encounter,Doc,Heart failure
180093411,31205487,2,89804-9,33,Hematology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Hematology
180040803,31205487,2,84150-2,34,HemOnc Phone Note,Note,Find,Pt,Telephone encounter,Doc,Hematology+Medical oncology
180040940,31205487,2,84159-3,35,Hepatology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Hepatology
180041098,31205487,2,84171-8,36,Infectious disease Phone Note,Note,Find,Pt,Telephone encounter,Doc,Infectious disease
180049275,31205487,2,85252-5,37,Internal Med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Internal medicine
180093451,31205487,2,89806-4,38,IR Phone Note,Note,Find,Pt,Telephone encounter,Doc,Interventional radiology
180093472,31205487,2,89808-0,39,Mat fetal med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Maternal and fetal medicine
180132160,31205487,2,94322-5,40,MAiD Phone Note,Note,Find,Pt,Telephone encounter,Doc,Medical aid in dying
179957685,31205487,2,75444-0,41,Mental health Phone Note,Note,Find,Pt,Telephone encounter,Doc,Mental health
180043951,31205487,2,84404-3,42,Multi-spec prog Phone Note,Note,Find,Pt,Telephone encounter,Doc,Multi-specialty program
180041762,31205487,2,84224-5,43,Nephrology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Nephrology
180041948,31205487,2,84239-3,44,Neuro surgery Phone Note,Note,Find,Pt,Telephone encounter,Doc,Neurological surgery
180041880,31205487,2,84234-4,45,Neurology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Neurology
180098622,31205487,2,90349-2,46,Nuc Medicine Phone Note,Note,Find,Pt,Telephone encounter,Doc,Nuclear medicine
179581353,31205487,2,34139-6,47,Nurse Phone Note,Note,Find,Pt,Telephone encounter,Doc,Nurse
180032100,31205487,2,83557-9,48,Nurse pract Phone Note,Note,Find,Pt,Telephone encounter,Doc,Nurse practitioner
180042592,31205487,2,84294-8,49,Nutr+diet Phone Note,Note,Find,Pt,Telephone encounter,Doc,Nutrition and dietetics
180051688,31205487,2,85472-9,50,Obesity med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Obesity medicine
180089981,31205487,2,89464-2,51,OB Phone Note,Note,Find,Pt,Telephone encounter,Doc,Obstetrics
180043712,31205487,2,84386-2,52,OBGYN Phone Note,Note,Find,Pt,Telephone encounter,Doc,Obstetrics and Gynecology
180043793,31205487,2,84392-0,53,Occup med Phone Note,Note,Find,Pt,Telephone encounter,Doc,Occupational medicine
180043927,31205487,2,84402-7,54,OT Phone Note,Note,Find,Pt,Telephone encounter,Doc,Occupational therapy
180044023,31205487,2,84410-0,55,Ophthalmol Phone Note,Note,Find,Pt,Telephone encounter,Doc,Ophthalmology
180043666,31205487,2,84383-9,56,Optometry Phone Note,Note,Find,Pt,Telephone encounter,Doc,Optometry
180043539,31205487,2,84373-0,57,Orthopaedic surgery Phone Note,Note,Find,Pt,Telephone encounter,Doc,Orthopaedic surgery
180043496,31205487,2,84369-8,58,Orthotics prosthetics Phone Note,Note,Find,Pt,Telephone encounter,Doc,Orthotics prosthetics
180043412,31205487,2,84362-3,59,Otolaryngology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Otolaryngology
180033716,31205487,2,83655-1,60,Pain medicine Phone Note,Note,Find,Pt,Telephone encounter,Doc,Pain medicine
180043261,31205487,2,84350-8,61,Palliative care Phone Note,Note,Find,Pt,Telephone encounter,Doc,Palliative care
180043097,31205487,2,84338-3,62,Pastoral Care Phone Note,Note,Find,Pt,Telephone encounter,Doc,Pastoral care
180043042,31205487,2,84334-2,63,Pathology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Pathology
179957981,31205487,2,75470-5,64,Pharmacology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Pharmacology
180035118,31205487,2,83733-6,65,PM+R Phone Note,Note,Find,Pt,Telephone encounter,Doc,Physical medicine and rehab
180042799,31205487,2,84315-1,66,PT Phone Note,Note,Find,Pt,Telephone encounter,Doc,Physical therapy
180036266,31205487,2,83795-5,67,MD Phone Note,Note,Find,Pt,Telephone encounter,Doc,Physician
180037001,31205487,2,83855-7,68,Plastic surgery Phone Note,Note,Find,Pt,Telephone encounter,Doc,Plastic surgery
180037109,31205487,2,83864-9,69,Podiatry Phone Note,Note,Find,Pt,Telephone encounter,Doc,Podiatry
180080224,31205487,2,88356-1,70,Polytrauma Phone Note,Note,Find,Pt,Telephone encounter,Doc,Polytrauma
179958240,31205487,2,75489-5,71,Primary care Phone Note,Note,Find,Pt,Telephone encounter,Doc,Primary care
180037490,31205487,2,83894-6,72,Psychiatric Phone Note,Note,Find,Pt,Telephone encounter,Doc,Psychiatry
180037688,31205487,2,83908-4,73,Psych Phone Note,Note,Find,Pt,Telephone encounter,Doc,Psychology
180037794,31205487,2,83916-7,74,Pulmonary disease Phone Note,Note,Find,Pt,Telephone encounter,Doc,Pulmonary disease
180037832,31205487,2,83919-1,75,Radiation Onc Phone Note,Note,Find,Pt,Telephone encounter,Doc,Radiation oncology
180049431,31205487,2,85263-2,76,Radiology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Radiology
180038073,31205487,2,83939-9,77,Research Phone Note,Note,Find,Pt,Telephone encounter,Doc,Research
180038150,31205487,2,83946-4,78,Resp therapy Phone Note,Note,Find,Pt,Telephone encounter,Doc,Respiratory therapy
180038191,31205487,2,83949-8,79,Rheumatology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Rheumatology
179587868,31205487,2,34844-1,80,SW Phone Note,Note,Find,Pt,Telephone encounter,Doc,Social worker
180038671,31205487,2,83988-6,81,Speech-lang path Phone Note,Note,Find,Pt,Telephone encounter,Doc,Speech-language pathology
180038934,31205487,2,84010-8,82,SCIM Phone Note,Note,Find,Pt,Telephone encounter,Doc,Spinal cord injury medicine
180039071,31205487,2,84022-3,83,Surgery Phone Note,Note,Find,Pt,Telephone encounter,Doc,Surgery
180039202,31205487,2,84033-0,84,Team Phone Note,Note,Find,Pt,Telephone encounter,Doc,Team
180055603,31205487,2,85889-4,85,Cardiothor surg Phone Note,Note,Find,Pt,Telephone encounter,Doc,Thoracic and cardiac surgery
180103003,31205487,2,90878-0,86,Thromboemb Phone Note,Note,Find,Pt,Telephone encounter,Doc,Thromboembolism
180039247,31205487,2,84037-1,87,Transpl surg Phone Note,Note,Find,Pt,Telephone encounter,Doc,Transplant surgery
180039351,31205487,2,84046-2,88,Urology Phone Note,Note,Find,Pt,Telephone encounter,Doc,Urology
180039455,31205487,2,84054-6,89,Vascular surgery Phone Note,Note,Find,Pt,Telephone encounter,Doc,Vascular surgery
180055173,31205487,2,85855-5,90,Wmns hlth Phone Note,Note,Find,Pt,Telephone encounter,Doc,Womens health
180093596,31205487,2,89818-9,91,Wound care management Phone Note,Note,Find,Pt,Telephone encounter,Doc,Wound care management
180131434,31205487,2,94246-6,92,WOC Phone Note,Note,Find,Pt,Telephone encounter,Doc,"Wound, ostomy, and continence care"
180093453,31205487,2,89807-2,93,Mat fetal med Phone Prog note,Progress note,Find,Pt,Telephone encounter,Doc,Maternal and fetal medicine
179328918,31205487,2,100657-6,94,Mat fetal med Phone+Hosp Prog note,Progress note,Find,Pt,Telephone encounter+Hospital,Doc,Maternal and fetal medicine
179328961,31205487,2,100660-0,95,Mat fetal med Phone+OP Prog note,Progress note,Find,Pt,Telephone encounter+Outpatient,Doc,Maternal and fetal medicine
179958351,31205487,2,75499-4,96,Phone Triage note,Triage note,Find,Pt,Telephone encounter,Doc,{Role}
179957831,31205487,2,75457-2,97,Nurse Phone Triage note,Triage note,Find,Pt,Telephone encounter,Doc,Nurse
179764520,31205413,1,52027-0,16,Abortion consent,Abortion consent,Find,Pt,{Setting},Doc,Patient
179340379,31205413,1,101900-9,17,Geri med,Action plan,Find,Pt,{Setting},Doc,Geriatric medicine
179340391,31205413,1,101901-7,18,Mental health,Action plan,Find,Pt,{Setting},Doc,Mental health
179947005,31205413,1,74155-3,19,ADHD action plan,ADHD action plan,Find,Pt,{Setting},Doc,{Role}
179763044,31205413,1,51851-4,20,Administrative note,Administrative note,Find,Pt,{Setting},Doc,{Role}
180069084,31205413,1,87251-5,21,Addiction med Administrative note,Administrative note,Find,Pt,{Setting},Doc,Addiction medicine
180039583,31205413,1,84065-2,22,Audiology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Audiology
180036699,31205413,1,83829-2,23,Dentistry Administrative note,Administrative note,Find,Pt,{Setting},Doc,Dentistry
180039701,31205413,1,84076-9,24,Dermatology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Dermatology
180040021,31205413,1,84101-5,25,Gastroenterology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Gastroenterology
180090079,31205413,1,89473-3,26,Gynecology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Gynecology
179957643,31205413,1,75440-8,27,Mental health Administrative note,Administrative note,Find,Pt,{Setting},Doc,Mental health
180041771,31205413,1,84225-2,28,Neurology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Neurology
180098520,31205413,1,90341-9,29,Nuc Medicine Administrative note,Administrative note,Find,Pt,{Setting},Doc,Nuclear medicine
180041956,31205413,1,84240-1,30,Nurse Administrative note,Administrative note,Find,Pt,{Setting},Doc,Nurse
180042394,31205413,1,84277-3,31,Nutr+diet Administrative note,Administrative note,Find,Pt,{Setting},Doc,Nutrition and dietetics
180089687,31205413,1,89442-8,32,OB Administrative note,Administrative note,Find,Pt,{Setting},Doc,Obstetrics
180042683,31205413,1,84305-2,33,OBGYN Administrative note,Administrative note,Find,Pt,{Setting},Doc,Obstetrics and Gynecology
180150574,31205413,1,96346-2,34,Orthotics prosthetics Admin note,Administrative note,Find,Pt,{Setting},Doc,Orthotics prosthetics
180034789,31205413,1,83707-0,35,PM+R Administrative note,Administrative note,Find,Pt,{Setting},Doc,Physical medicine and rehab
180043018,31205413,1,84332-6,36,PT Administrative note,Administrative note,Find,Pt,{Setting},Doc,Physical therapy
180036359,31205413,1,83804-5,37,MD Administrative note,Administrative note,Find,Pt,{Setting},Doc,Physician
180037011,31205413,1,83856-5,38,Podiatry Administrative note,Administrative note,Find,Pt,{Setting},Doc,Podiatry
179958188,31205413,1,75485-3,39,Primary care Administrative note,Administrative note,Find,Pt,{Setting},Doc,Primary care
180037310,31205413,1,83879-7,40,Psychiatric Administrative note,Administrative note,Find,Pt,{Setting},Doc,Psychiatry
180037524,31205413,1,83897-9,41,Psych Administrative note,Administrative note,Find,Pt,{Setting},Doc,Psychology
180049308,31205413,1,85255-8,42,Radiology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Radiology
180039255,31205413,1,84038-9,43,Urology Administrative note,Administrative note,Find,Pt,{Setting},Doc,Urology
179890533,31205413,1,67851-6,44,Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,{Role}
180069085,31205413,1,87252-3,45,Addiction med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Addiction medicine
180036633,31205413,1,83824-3,46,Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Attending
180150856,31205413,1,96373-6,47,BM Transplant Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Bone marrow transplant
180150863,31205413,1,96374-4,48,Dialy+Ther Apher Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Dialysis+Therapeutic apheresis
180040023,31205413,1,84102-3,49,Gastroenterology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Gastroenterology
180040112,31205413,1,84109-8,50,Geri med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Geriatric medicine
180049250,31205413,1,85250-9,51,Internal Med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine
180049004,31205413,1,85233-5,52,Internal med Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine.attending
180049195,31205413,1,85246-7,53,Internal med intern Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine.intern
180049253,31205413,1,85251-7,54,Internal med Res Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine.resident
180041361,31205413,1,84192-4,55,Mental health Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Mental health
180033301,31205413,1,83628-8,56,MH Nurse Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Mental health.nurse
180041886,31205413,1,84235-1,57,Neuro surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurological surgery
180033818,31205413,1,83659-3,58,Neuro surg Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurological surgery.attending
180041777,31205413,1,84226-0,59,Neurology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurology
180034435,31205413,1,83688-2,60,Neurology Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurology.attending
179586689,31205413,1,34744-3,61,Nurse Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Nurse
180032017,31205413,1,83550-4,62,Nurse pract Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Nurse practitioner
180043737,31205413,1,84388-8,63,Occup med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Occupational medicine
180043963,31205413,1,84405-0,64,Ophthalmol Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Ophthalmology
180043652,31205413,1,84382-1,65,OMS Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery
180043603,31205413,1,84378-9,66,Orthopaedic surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Orthopaedic surgery
180043485,31205413,1,84368-0,67,Otolaryngology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Otolaryngology
180034568,31205413,1,83694-0,68,Otolaryngology Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Otolaryngology.attending
180047917,31205413,1,85153-5,69,Pharmacology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Pharmacology
180034806,31205413,1,83708-8,70,PM+R Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Physical medicine and rehab
180036365,31205413,1,83805-2,71,MD Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Physician
180036430,31205413,1,83809-4,72,PA Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Physician assistant
